Age,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Female,Male,Age Group,Interaction Frequency
45.0,2.0,3.0,878.21,7.0,0.0,1,0,2,0
46.0,1.0,11.0,319.0,8.0,1.0,1,0,2,1
41.0,1.0,15.0,788.39,13.0,0.0,1,0,2,1
57.0,0.0,7.0,879.59,10.0,1.0,1,0,2,1
20.0,0.0,16.0,534.75,10.0,0.0,0,1,0,1
30.0,3.0,16.0,780.87,10.0,0.0,1,0,1,1
51.0,6.0,9.0,608.0,20.0,1.0,0,1,2,2
65.0,8.0,13.0,768.26,28.0,1.0,1,0,3,2
33.0,3.0,27.0,255.75,13.0,1.0,1,0,1,1
60.0,6.0,24.0,798.0,11.0,1.0,1,0,3,1
31.0,0.0,21.0,314.0,16.0,1.0,1,0,1,2
46.0,3.0,13.0,943.98,16.0,0.0,0,1,2,2
31.0,1.0,0.0,830.82,28.0,0.0,0,1,1,2
27.0,0.0,17.0,948.9,13.0,0.0,1,0,1,1
44.0,8.0,5.0,115.0,25.0,1.0,0,1,2,2
38.0,2.0,19.0,739.68,6.0,0.0,1,0,1,0
30.0,2.0,2.0,724.83,21.0,0.0,0,1,1,2
51.0,4.0,13.0,880.0,1.0,1.0,0,1,2,0
60.0,7.0,24.0,984.0,10.0,1.0,0,1,3,1
34.0,10.0,0.0,456.63,19.0,1.0,1,0,1,2
48.0,4.0,27.0,225.0,13.0,1.0,1,0,2,1
20.0,2.0,2.0,787.98,6.0,0.0,1,0,0,0
38.0,0.0,15.0,967.0,7.0,1.0,1,0,1,0
64.0,1.0,18.0,180.0,27.0,0.0,1,0,3,2
45.0,4.0,3.0,688.08,22.0,0.0,0,1,2,2
23.0,0.0,2.0,974.04,5.0,0.0,0,1,0,0
55.0,3.0,7.0,350.0,14.0,0.0,0,1,2,1
58.0,5.0,2.0,984.0,5.0,1.0,1,0,2,0
20.0,5.0,21.0,805.74,2.0,1.0,1,0,0,0
45.0,9.0,22.0,337.0,18.0,1.0,0,1,2,2
63.0,2.0,8.0,650.0,27.0,1.0,1,0,3,2
23.0,7.0,2.0,197.0,17.0,1.0,1,0,0,2
36.0,6.0,23.0,727.0,6.0,1.0,1,0,1,0
54.0,4.0,30.0,999.6,16.0,1.0,0,1,2,2
35.0,1.0,24.0,667.0,5.0,1.0,0,1,1,0
38.0,0.0,15.0,849.32,30.0,0.0,0,1,1,2
52.0,10.0,4.0,922.0,17.0,1.0,1,0,2,2
20.0,1.0,24.0,198.0,9.0,0.0,0,1,0,1
41.0,5.0,22.0,303.0,12.0,1.0,0,1,2,1
19.0,0.0,24.0,777.0,22.0,1.0,1,0,0,2
41.0,1.0,20.0,855.0,7.0,0.0,0,1,2,0
20.0,8.0,0.0,836.0,20.0,1.0,1,0,0,2
31.0,3.0,27.0,942.0,25.0,1.0,1,0,1,2
59.0,7.0,10.0,356.0,29.0,1.0,0,1,2,2
52.0,4.0,0.0,623.0,17.0,1.0,0,1,2,2
48.0,0.0,8.0,530.31,24.0,0.0,0,1,2,2
27.0,1.0,4.0,610.65,26.0,0.0,0,1,1,2
27.0,10.0,9.0,873.0,23.0,1.0,0,1,1,2
37.0,0.0,9.0,671.85,11.0,0.0,0,1,1,1
48.0,3.0,2.0,623.44,28.0,0.0,0,1,2,2
52.0,4.0,19.0,280.0,5.0,1.0,0,1,2,0
30.0,10.0,8.0,538.0,11.0,1.0,1,0,1,1
46.0,0.0,10.0,510.4,12.0,0.0,0,1,2,1
44.0,3.0,0.0,676.0,25.0,1.0,1,0,2,2
31.0,10.0,23.0,928.0,13.0,1.0,1,0,1,1
62.0,1.0,1.0,254.89,29.0,1.0,0,1,3,2
51.0,4.0,2.0,960.0,13.0,1.0,1,0,2,1
29.0,7.0,9.0,946.0,19.0,1.0,1,0,1,2
34.0,8.0,23.0,600.0,13.0,1.0,0,1,1,1
63.0,6.0,29.0,793.0,30.0,1.0,1,0,3,2
30.0,8.0,30.0,385.0,14.0,1.0,0,1,1,1
39.0,8.0,19.0,968.0,12.0,1.0,1,0,1,1
36.0,10.0,13.0,386.94,14.0,1.0,0,1,1,1
52.0,1.0,15.0,434.0,11.0,1.0,0,1,2,1
40.0,4.0,12.0,568.0,6.0,0.0,1,0,2,0
59.0,6.0,1.0,701.0,9.0,1.0,0,1,2,1
31.0,0.0,14.0,817.0,11.0,0.0,1,0,1,1
34.0,0.0,3.0,713.06,28.0,0.0,0,1,1,2
64.0,4.0,15.0,327.0,28.0,1.0,1,0,3,2
37.0,8.0,2.0,424.0,6.0,1.0,1,0,1,0
28.0,0.0,15.0,553.89,20.0,0.0,0,1,1,2
35.0,1.0,30.0,541.0,19.0,1.0,0,1,1,2
37.0,8.0,27.0,862.0,5.0,1.0,0,1,1,0
60.0,6.0,14.0,944.0,12.0,1.0,0,1,3,1
54.0,8.0,4.0,604.0,13.0,0.0,1,0,2,1
24.0,1.0,9.0,555.01,27.0,0.0,0,1,0,2
28.0,1.0,28.0,772.14,19.0,1.0,0,1,1,2
43.0,4.0,4.0,537.56,13.0,0.0,0,1,2,1
38.0,6.0,20.0,558.0,15.0,1.0,0,1,1,1
46.0,9.0,3.0,150.0,10.0,1.0,1,0,2,1
21.0,4.0,12.0,374.0,21.0,1.0,1,0,0,2
24.0,2.0,4.0,743.33,2.0,0.0,0,1,0,0
43.0,1.0,1.0,959.78,15.0,0.0,0,1,2,1
44.0,0.0,2.0,851.98,5.0,0.0,1,0,2,0
18.0,9.0,24.0,641.0,20.0,1.0,1,0,0,2
19.0,2.0,19.0,435.0,27.0,1.0,0,1,0,2
44.0,2.0,10.0,546.77,25.0,0.0,0,1,2,2
53.0,1.0,17.0,503.0,14.0,1.0,1,0,2,1
44.0,4.0,6.0,960.29,6.0,0.0,0,1,2,0
20.0,7.0,20.0,246.97,24.0,1.0,0,1,0,2
51.0,8.0,18.0,926.0,3.0,1.0,0,1,2,0
32.0,9.0,1.0,629.87,28.0,1.0,1,0,1,2
38.0,2.0,17.0,765.89,7.0,0.0,1,0,1,0
38.0,3.0,14.0,877.89,26.0,0.0,0,1,1,2
21.0,2.0,2.0,589.99,8.0,0.0,1,0,0,1
43.0,1.0,14.0,169.0,11.0,1.0,0,1,2,1
39.0,1.0,3.0,817.72,6.0,0.0,0,1,1,0
57.0,7.0,3.0,854.0,27.0,0.0,0,1,2,2
49.0,2.0,9.0,580.15,21.0,0.0,0,1,2,2
38.0,1.0,14.0,757.11,1.0,0.0,1,0,1,0
43.0,9.0,7.0,436.22,25.0,1.0,1,0,2,2
41.0,2.0,21.0,403.0,5.0,1.0,1,0,2,0
23.0,8.0,30.0,880.0,13.0,1.0,1,0,0,1
41.0,2.0,7.0,455.0,5.0,1.0,0,1,2,0
55.0,9.0,23.0,711.8,4.0,1.0,1,0,2,0
39.0,0.0,9.0,395.0,21.0,1.0,1,0,1,2
39.0,3.0,11.0,956.69,23.0,0.0,0,1,1,2
18.0,3.0,27.0,836.0,9.0,1.0,0,1,0,1
34.0,5.0,11.0,555.0,14.0,1.0,0,1,1,1
23.0,5.0,10.0,753.0,24.0,1.0,1,0,0,2
39.0,3.0,7.0,536.78,3.0,0.0,1,0,1,0
28.0,1.0,20.0,662.16,4.0,0.0,1,0,1,0
25.0,9.0,26.0,837.0,10.0,1.0,1,0,1,1
35.0,9.0,6.0,258.0,29.0,0.0,0,1,1,2
33.0,5.0,6.0,469.0,29.0,0.0,1,0,1,2
41.0,6.0,28.0,105.0,3.0,1.0,1,0,2,0
32.0,2.0,16.0,994.73,17.0,0.0,0,1,1,2
64.0,0.0,18.0,705.0,23.0,1.0,1,0,3,2
35.0,10.0,4.0,381.68,19.0,1.0,0,1,1,2
26.0,6.0,20.0,361.0,25.0,1.0,1,0,1,2
30.0,3.0,20.0,820.98,23.0,0.0,0,1,1,2
45.0,2.0,15.0,727.98,13.0,0.0,1,0,2,1
36.0,8.0,27.0,336.0,25.0,1.0,0,1,1,2
46.0,2.0,10.0,682.57,1.0,0.0,1,0,2,0
43.0,0.0,5.0,509.87,18.0,0.0,0,1,2,2
28.0,1.0,2.0,794.0,24.0,1.0,1,0,1,2
30.0,2.0,30.0,380.0,30.0,1.0,0,1,1,2
45.0,2.0,6.0,717.66,23.0,0.0,0,1,2,2
35.0,0.0,8.0,873.58,16.0,0.0,0,1,1,2
65.0,8.0,5.0,940.0,19.0,1.0,0,1,3,2
28.0,1.0,15.0,814.75,2.0,0.0,1,0,1,0
51.0,7.0,18.0,178.0,30.0,1.0,1,0,2,2
27.0,1.0,3.0,881.45,6.0,0.0,0,1,1,0
30.0,2.0,1.0,773.21,24.0,0.0,0,1,1,2
48.0,2.0,9.0,847.62,14.0,0.0,1,0,2,1
26.0,9.0,11.0,750.0,29.0,1.0,0,1,1,2
25.0,5.0,23.0,313.0,15.0,1.0,1,0,1,1
31.0,0.0,11.0,860.0,14.0,1.0,1,0,1,1
27.0,0.0,15.0,642.84,2.0,0.0,0,1,1,0
24.0,1.0,28.0,221.0,23.0,0.0,0,1,0,2
41.0,0.0,12.0,712.56,7.0,0.0,1,0,2,0
42.0,1.0,10.0,717.2,19.0,0.0,0,1,2,2
22.0,2.0,1.0,668.03,12.0,0.0,1,0,0,1
50.0,9.0,30.0,547.0,24.0,1.0,0,1,2,2
56.0,4.0,17.0,488.0,22.0,0.0,1,0,2,2
50.0,1.0,3.0,958.72,8.0,0.0,0,1,2,1
64.0,7.0,24.0,654.0,3.0,1.0,1,0,3,0
30.0,0.0,6.0,873.0,16.0,1.0,1,0,1,2
19.0,4.0,26.0,167.0,8.0,1.0,1,0,0,1
41.0,1.0,11.0,832.97,13.0,0.0,0,1,2,1
41.0,2.0,7.0,874.0,27.0,1.0,1,0,2,2
31.0,4.0,27.0,570.0,3.0,1.0,0,1,1,0
46.0,9.0,20.0,474.0,30.0,1.0,0,1,2,2
28.0,10.0,9.0,284.0,4.0,0.0,0,1,1,0
56.0,9.0,9.0,482.0,6.0,1.0,1,0,2,0
58.0,8.0,7.0,321.0,15.0,1.0,1,0,2,1
22.0,0.0,9.0,527.33,4.0,0.0,0,1,0,0
25.0,2.0,25.0,439.0,8.0,1.0,1,0,1,1
64.0,5.0,9.0,700.38,18.0,1.0,0,1,3,2
60.0,3.0,20.0,302.15,22.0,1.0,1,0,3,2
44.0,3.0,19.0,814.74,8.0,0.0,0,1,2,1
38.0,4.0,5.0,169.0,30.0,1.0,0,1,1,2
31.0,6.0,29.0,930.0,26.0,1.0,1,0,1,2
32.0,4.0,28.0,888.0,23.0,1.0,0,1,1,2
34.0,10.0,15.0,890.61,4.0,1.0,1,0,1,0
48.0,1.0,11.0,850.57,13.0,0.0,0,1,2,1
49.0,3.0,19.0,683.0,23.0,1.0,1,0,2,2
61.0,7.0,15.0,715.0,2.0,1.0,0,1,3,0
61.0,8.0,16.0,282.13,14.0,1.0,1,0,3,1
51.0,9.0,27.0,663.0,27.0,1.0,1,0,2,2
42.0,2.0,20.0,672.89,28.0,0.0,0,1,2,2
22.0,1.0,5.0,766.0,13.0,1.0,0,1,0,1
34.0,0.0,15.0,536.29,17.0,0.0,0,1,1,2
24.0,0.0,8.0,897.31,19.0,0.0,0,1,0,2
40.0,4.0,0.0,749.15,26.0,0.0,0,1,2,2
26.0,6.0,5.0,206.0,8.0,0.0,1,0,1,1
29.0,9.0,23.0,692.0,4.0,1.0,1,0,1,0
48.0,8.0,22.0,309.0,28.0,1.0,1,0,2,2
41.0,4.0,19.0,740.24,4.0,0.0,0,1,2,0
42.0,1.0,5.0,745.83,23.0,0.0,0,1,2,2
55.0,8.0,1.0,556.0,26.0,1.0,0,1,2,2
48.0,2.0,17.0,625.0,19.0,0.0,0,1,2,2
42.0,0.0,5.0,880.12,14.0,0.0,0,1,2,1
40.0,3.0,20.0,546.92,6.0,0.0,0,1,2,0
65.0,8.0,9.0,194.0,29.0,1.0,0,1,3,2
41.0,2.0,3.0,673.8,5.0,0.0,1,0,2,0
50.0,0.0,8.0,641.31,4.0,0.0,1,0,2,0
49.0,10.0,19.0,685.0,10.0,1.0,0,1,2,1
38.0,2.0,5.0,810.18,28.0,0.0,0,1,1,2
64.0,1.0,24.0,258.57,23.0,1.0,1,0,3,2
45.0,6.0,29.0,128.83,19.0,1.0,1,0,2,2
48.0,5.0,6.0,937.0,22.0,1.0,0,1,2,2
37.0,7.0,10.0,642.0,19.0,1.0,0,1,1,2
51.0,9.0,16.0,902.0,23.0,1.0,1,0,2,2
45.0,8.0,11.0,206.0,22.0,1.0,0,1,2,2
19.0,9.0,12.0,990.23,3.0,1.0,1,0,0,0
45.0,5.0,18.0,279.48,10.0,1.0,1,0,2,1
46.0,1.0,10.0,769.89,5.0,0.0,1,0,2,0
33.0,2.0,15.0,929.3,17.0,0.0,0,1,1,2
46.0,9.0,25.0,670.0,2.0,1.0,0,1,2,0
42.0,3.0,15.0,507.0,15.0,1.0,0,1,2,1
56.0,3.0,6.0,595.46,22.0,1.0,1,0,2,2
40.0,6.0,27.0,728.0,25.0,1.0,0,1,2,2
38.0,0.0,24.0,700.0,17.0,0.0,0,1,1,2
52.0,5.0,6.0,618.63,9.0,1.0,0,1,2,1
65.0,2.0,28.0,864.0,3.0,1.0,0,1,3,0
18.0,6.0,19.0,381.0,15.0,1.0,0,1,0,1
45.0,4.0,12.0,724.02,21.0,0.0,0,1,2,2
18.0,5.0,3.0,487.9,2.0,1.0,0,1,0,0
24.0,7.0,3.0,128.62,19.0,1.0,0,1,0,2
64.0,3.0,8.0,920.0,14.0,1.0,1,0,3,1
36.0,10.0,6.0,838.0,1.0,1.0,0,1,1,0
27.0,1.0,30.0,597.0,6.0,1.0,0,1,1,0
48.0,4.0,7.0,913.31,19.0,0.0,0,1,2,2
44.0,4.0,18.0,959.09,1.0,0.0,1,0,2,0
34.0,6.0,19.0,828.0,15.0,1.0,0,1,1,1
53.0,6.0,19.0,202.0,17.0,1.0,1,0,2,2
38.0,2.0,4.0,920.71,29.0,0.0,0,1,1,2
35.0,3.0,4.0,793.45,21.0,0.0,0,1,1,2
54.0,8.0,21.0,608.0,8.0,1.0,1,0,2,1
54.0,5.0,1.0,284.0,30.0,1.0,0,1,2,2
37.0,2.0,8.0,849.01,13.0,0.0,0,1,1,1
28.0,1.0,9.0,658.98,12.0,0.0,1,0,1,1
19.0,0.0,14.0,625.32,25.0,0.0,0,1,0,2
60.0,6.0,23.0,990.0,25.0,1.0,1,0,3,2
57.0,8.0,18.0,211.82,6.0,1.0,0,1,2,0
61.0,7.0,25.0,406.0,5.0,1.0,1,0,3,0
29.0,9.0,1.0,778.0,13.0,1.0,0,1,1,1
25.0,7.0,20.0,693.52,12.0,1.0,1,0,1,1
55.0,10.0,21.0,688.0,8.0,1.0,0,1,2,1
36.0,0.0,2.0,506.6,20.0,0.0,0,1,1,2
38.0,3.0,25.0,497.0,8.0,1.0,0,1,1,1
36.0,8.0,1.0,698.0,23.0,1.0,0,1,1,2
48.0,1.0,19.0,901.11,11.0,0.0,0,1,2,1
31.0,6.0,10.0,628.0,11.0,1.0,0,1,1,1
55.0,1.0,8.0,677.97,25.0,1.0,1,0,2,2
57.0,2.0,8.0,324.0,1.0,0.0,1,0,2,0
22.0,8.0,2.0,883.33,17.0,1.0,0,1,0,2
38.0,6.0,25.0,179.0,29.0,1.0,0,1,1,2
43.0,6.0,9.0,510.0,6.0,1.0,1,0,2,0
37.0,3.0,13.0,732.07,9.0,0.0,1,0,1,1
28.0,6.0,7.0,807.0,24.0,0.0,1,0,1,2
22.0,0.0,16.0,699.41,10.0,0.0,1,0,0,1
32.0,2.0,24.0,485.0,20.0,1.0,1,0,1,2
57.0,7.0,12.0,205.0,13.0,1.0,0,1,2,1
45.0,2.0,11.0,848.29,3.0,0.0,1,0,2,0
39.0,9.0,28.0,189.0,7.0,1.0,1,0,1,0
43.0,2.0,20.0,577.31,12.0,0.0,0,1,2,1
21.0,3.0,8.0,940.0,22.0,0.0,0,1,0,2
26.0,2.0,4.0,571.87,4.0,0.0,0,1,1,0
31.0,0.0,19.0,863.75,13.0,0.0,0,1,1,1
47.0,3.0,21.0,880.0,12.0,1.0,1,0,2,1
38.0,2.0,17.0,993.31,5.0,0.0,1,0,1,0
33.0,5.0,21.0,648.0,11.0,1.0,0,1,1,1
35.0,7.0,18.0,566.0,20.0,1.0,1,0,1,2
50.0,1.0,8.0,536.9,17.0,0.0,0,1,2,2
60.0,5.0,3.0,184.0,13.0,1.0,0,1,3,1
22.0,0.0,17.0,969.4,6.0,0.0,1,0,0,0
23.0,0.0,7.0,703.39,3.0,0.0,1,0,0,0
32.0,6.0,3.0,262.15,30.0,1.0,0,1,1,2
55.0,1.0,24.0,540.0,21.0,1.0,0,1,2,2
44.0,5.0,28.0,235.93,11.0,1.0,0,1,2,1
48.0,4.0,12.0,975.89,10.0,0.0,1,0,2,1
60.0,5.0,23.0,597.0,12.0,1.0,1,0,3,1
27.0,6.0,29.0,487.96,23.0,1.0,1,0,1,2
21.0,1.0,15.0,555.44,7.0,0.0,0,1,0,0
36.0,3.0,23.0,748.0,30.0,1.0,1,0,1,2
32.0,1.0,17.0,821.26,8.0,0.0,0,1,1,1
31.0,0.0,16.0,658.44,16.0,1.0,1,0,1,2
33.0,1.0,9.0,879.6,21.0,0.0,0,1,1,2
35.0,7.0,12.0,617.0,6.0,1.0,1,0,1,0
35.0,1.0,8.0,690.62,27.0,0.0,0,1,1,2
38.0,9.0,21.0,346.0,2.0,1.0,0,1,1,0
65.0,1.0,6.0,467.12,8.0,1.0,0,1,3,1
50.0,2.0,4.0,975.43,13.0,0.0,1,0,2,1
37.0,5.0,2.0,794.0,1.0,1.0,0,1,1,0
19.0,8.0,18.0,125.0,6.0,1.0,1,0,0,0
22.0,9.0,13.0,414.0,13.0,1.0,1,0,0,1
50.0,1.0,20.0,657.3,28.0,0.0,0,1,2,2
18.0,0.0,13.0,558.0,19.0,0.0,0,1,0,2
60.0,0.0,15.0,950.0,18.0,1.0,0,1,3,2
37.0,8.0,17.0,651.0,4.0,1.0,0,1,1,0
35.0,5.0,27.0,558.73,7.0,1.0,0,1,1,0
47.0,0.0,1.0,619.64,8.0,0.0,0,1,2,1
63.0,4.0,4.0,327.0,23.0,1.0,1,0,3,2
42.0,3.0,10.0,653.4,21.0,0.0,0,1,2,2
30.0,0.0,16.0,995.5,7.0,0.0,1,0,1,0
43.0,0.0,22.0,264.0,1.0,1.0,1,0,2,0
50.0,5.0,10.0,732.02,15.0,0.0,0,1,2,1
33.0,2.0,4.0,904.82,14.0,0.0,1,0,1,1
61.0,6.0,3.0,714.0,16.0,0.0,0,1,3,2
26.0,6.0,24.0,369.0,20.0,1.0,1,0,1,2
56.0,7.0,30.0,683.0,19.0,1.0,1,0,2,2
53.0,5.0,17.0,524.0,26.0,1.0,0,1,2,2
65.0,9.0,15.0,123.0,2.0,0.0,0,1,3,0
20.0,10.0,15.0,683.0,19.0,1.0,1,0,0,2
26.0,7.0,22.0,467.0,19.0,1.0,1,0,1,2
23.0,0.0,16.0,111.6,20.0,1.0,1,0,0,2
29.0,8.0,3.0,899.0,8.0,1.0,1,0,1,1
34.0,2.0,3.0,661.35,16.0,0.0,0,1,1,2
46.0,5.0,21.0,715.65,25.0,1.0,1,0,2,2
46.0,1.0,26.0,255.98,9.0,1.0,0,1,2,1
47.0,6.0,9.0,987.0,2.0,1.0,0,1,2,0
53.0,3.0,1.0,993.0,25.0,1.0,0,1,2,2
49.0,5.0,18.0,650.0,7.0,1.0,0,1,2,0
39.0,0.0,13.0,580.89,30.0,0.0,0,1,1,2
30.0,1.0,10.0,703.84,13.0,0.0,0,1,1,1
50.0,3.0,19.0,964.86,4.0,0.0,1,0,2,0
48.0,2.0,19.0,743.97,12.0,0.0,1,0,2,1
30.0,0.0,1.0,733.26,3.0,0.0,1,0,1,0
21.0,6.0,29.0,893.0,30.0,0.0,0,1,0,2
19.0,0.0,11.0,659.11,22.0,0.0,0,1,0,2
42.0,4.0,7.0,875.0,19.0,1.0,1,0,2,2
56.0,4.0,1.0,553.0,15.0,1.0,0,1,2,1
53.0,4.0,12.0,786.0,22.0,1.0,1,0,2,2
34.0,0.0,6.0,941.05,1.0,0.0,0,1,1,0
18.0,5.0,16.0,903.0,22.0,1.0,1,0,0,2
44.0,9.0,5.0,612.24,1.0,1.0,1,0,2,0
46.0,6.0,29.0,555.0,12.0,1.0,0,1,2,1
22.0,0.0,12.0,643.78,19.0,0.0,0,1,0,2
41.0,1.0,15.0,875.86,11.0,0.0,0,1,2,1
32.0,5.0,19.0,154.0,21.0,1.0,0,1,1,2
31.0,9.0,21.0,900.43,7.0,1.0,0,1,1,0
18.0,1.0,18.0,827.47,27.0,1.0,1,0,0,2
19.0,1.0,16.0,623.56,29.0,0.0,0,1,0,2
42.0,10.0,7.0,759.0,16.0,1.0,0,1,2,2
33.0,1.0,19.0,598.89,10.0,0.0,1,0,1,1
63.0,9.0,14.0,471.0,4.0,1.0,1,0,3,0
46.0,8.0,28.0,396.0,28.0,1.0,1,0,2,2
42.0,2.0,7.0,985.44,1.0,0.0,1,0,2,0
46.0,2.0,11.0,606.43,21.0,0.0,0,1,2,2
46.0,2.0,9.0,122.0,11.0,0.0,1,0,2,1
26.0,0.0,12.0,798.37,14.0,0.0,0,1,1,1
23.0,0.0,7.0,611.29,9.0,0.0,1,0,0,1
25.0,8.0,14.0,246.0,10.0,1.0,1,0,1,1
65.0,6.0,25.0,936.0,16.0,1.0,1,0,3,2
24.0,7.0,5.0,625.0,5.0,1.0,1,0,0,0
35.0,2.0,5.0,449.0,9.0,0.0,0,1,1,1
19.0,1.0,2.0,603.0,15.0,0.0,0,1,0,1
60.0,1.0,3.0,993.0,28.0,1.0,0,1,3,2
45.0,5.0,1.0,699.0,12.0,1.0,1,0,2,1
34.0,4.0,6.0,440.0,15.0,1.0,0,1,1,1
18.0,8.0,27.0,291.0,5.0,1.0,0,1,0,0
28.0,0.0,10.0,790.29,5.0,0.0,0,1,1,0
21.0,0.0,9.0,433.0,16.0,1.0,1,0,0,2
52.0,8.0,20.0,412.0,28.0,1.0,0,1,2,2
51.0,3.0,23.0,961.0,30.0,1.0,1,0,2,2
20.0,2.0,13.0,825.72,6.0,0.0,0,1,0,0
27.0,4.0,23.0,199.0,23.0,1.0,1,0,1,2
26.0,0.0,2.0,881.92,15.0,0.0,1,0,1,1
36.0,1.0,14.0,672.63,11.0,0.0,0,1,1,1
42.0,3.0,20.0,603.47,14.0,0.0,1,0,2,1
35.0,5.0,23.0,899.0,24.0,1.0,1,0,1,2
61.0,1.0,7.0,685.14,15.0,1.0,1,0,3,1
64.0,3.0,30.0,357.0,23.0,1.0,0,1,3,2
31.0,5.0,22.0,749.0,14.0,1.0,1,0,1,1
36.0,3.0,30.0,684.0,7.0,1.0,1,0,1,0
36.0,2.0,14.0,586.0,17.0,1.0,1,0,1,2
27.0,10.0,14.0,216.41,12.0,1.0,1,0,1,1
28.0,1.0,8.0,820.42,19.0,0.0,0,1,1,2
22.0,4.0,12.0,970.0,22.0,1.0,1,0,0,2
38.0,1.0,8.0,656.0,27.0,0.0,0,1,1,2
64.0,0.0,5.0,628.0,14.0,1.0,0,1,3,1
41.0,4.0,16.0,868.53,14.0,0.0,0,1,2,1
35.0,2.0,12.0,597.22,30.0,0.0,0,1,1,2
38.0,0.0,0.0,315.0,13.0,0.0,0,1,1,1
23.0,1.0,2.0,746.5,1.0,0.0,0,1,0,0
52.0,5.0,22.0,857.0,26.0,1.0,0,1,2,2
57.0,8.0,30.0,190.83,6.0,1.0,1,0,2,0
27.0,4.0,26.0,694.0,8.0,1.0,1,0,1,1
28.0,7.0,10.0,239.49,5.0,1.0,0,1,1,0
35.0,8.0,16.0,468.0,18.0,1.0,1,0,1,2
63.0,10.0,2.0,721.0,13.0,1.0,1,0,3,1
36.0,2.0,20.0,333.0,21.0,1.0,0,1,1,2
25.0,1.0,8.0,943.9,17.0,0.0,0,1,1,2
46.0,2.0,22.0,686.0,11.0,1.0,0,1,2,1
23.0,0.0,20.0,614.83,8.0,0.0,1,0,0,1
41.0,0.0,30.0,472.07,11.0,1.0,1,0,2,1
21.0,8.0,12.0,786.0,27.0,0.0,0,1,0,2
59.0,7.0,8.0,167.0,7.0,0.0,1,0,2,0
31.0,1.0,24.0,111.0,23.0,1.0,0,1,1,2
41.0,2.0,1.0,502.0,30.0,0.0,0,1,2,2
26.0,2.0,5.0,507.81,21.0,0.0,0,1,1,2
45.0,6.0,16.0,526.52,12.0,1.0,0,1,2,1
24.0,0.0,18.0,857.87,21.0,1.0,0,1,0,2
37.0,10.0,19.0,560.0,9.0,1.0,0,1,1,1
30.0,5.0,18.0,389.33,10.0,1.0,0,1,1,1
54.0,7.0,29.0,719.0,23.0,1.0,0,1,2,2
39.0,3.0,16.0,126.0,13.0,1.0,0,1,1,1
35.0,5.0,18.0,732.0,16.0,1.0,1,0,1,2
49.0,2.0,18.0,953.36,15.0,0.0,0,1,2,1
44.0,4.0,14.0,994.14,4.0,0.0,1,0,2,0
23.0,1.0,10.0,582.68,20.0,0.0,0,1,0,2
64.0,8.0,0.0,521.0,10.0,1.0,1,0,3,1
51.0,8.0,24.0,483.0,9.0,1.0,0,1,2,1
25.0,3.0,23.0,675.0,13.0,1.0,1,0,1,1
20.0,0.0,11.0,747.34,14.0,0.0,0,1,0,1
38.0,4.0,25.0,368.0,30.0,1.0,0,1,1,2
30.0,4.0,23.0,324.0,7.0,1.0,1,0,1,0
39.0,3.0,2.0,795.6,11.0,0.0,0,1,1,1
48.0,2.0,20.0,882.59,6.0,0.0,1,0,2,0
21.0,1.0,26.0,714.92,25.0,1.0,0,1,0,2
47.0,1.0,18.0,916.94,16.0,0.0,0,1,2,2
32.0,5.0,8.0,123.0,29.0,0.0,0,1,1,2
39.0,1.0,7.0,814.78,1.0,0.0,1,0,1,0
41.0,1.0,19.0,334.0,22.0,1.0,0,1,2,2
38.0,10.0,11.0,409.0,15.0,1.0,1,0,1,1
44.0,2.0,4.0,926.64,6.0,0.0,1,0,2,0
51.0,7.0,4.0,128.0,18.0,1.0,0,1,2,2
60.0,8.0,20.0,524.0,14.0,1.0,1,0,3,1
20.0,6.0,1.0,429.0,21.0,0.0,0,1,0,2
54.0,9.0,24.0,507.0,10.0,1.0,1,0,2,1
52.0,8.0,11.0,454.0,2.0,0.0,0,1,2,0
42.0,4.0,18.0,494.0,7.0,1.0,1,0,2,0
41.0,8.0,28.0,277.0,22.0,1.0,0,1,2,2
54.0,6.0,1.0,236.0,9.0,1.0,1,0,2,1
29.0,2.0,25.0,192.0,17.0,1.0,1,0,1,2
43.0,0.0,11.0,723.86,8.0,0.0,1,0,2,1
26.0,2.0,11.0,666.71,11.0,0.0,0,1,1,1
56.0,2.0,29.0,865.0,6.0,1.0,1,0,2,0
60.0,1.0,14.0,424.0,12.0,0.0,0,1,3,1
35.0,2.0,17.0,750.15,26.0,0.0,0,1,1,2
44.0,4.0,20.0,647.0,12.0,0.0,0,1,2,1
48.0,0.0,17.0,616.48,18.0,0.0,0,1,2,2
62.0,3.0,7.0,912.0,21.0,1.0,0,1,3,2
39.0,3.0,20.0,625.68,8.0,0.0,1,0,1,1
39.0,10.0,27.0,380.0,28.0,1.0,1,0,1,2
52.0,10.0,26.0,777.0,27.0,1.0,0,1,2,2
19.0,0.0,8.0,576.15,27.0,0.0,0,1,0,2
64.0,2.0,8.0,778.0,4.0,1.0,1,0,3,0
27.0,2.0,8.0,999.84,4.0,0.0,0,1,1,0
33.0,3.0,19.0,439.33,14.0,1.0,1,0,1,1
37.0,1.0,8.0,550.52,12.0,0.0,0,1,1,1
30.0,0.0,15.0,505.29,22.0,0.0,0,1,1,2
38.0,3.0,3.0,532.84,1.0,0.0,1,0,1,0
